1_id,1_gene,1_chrom,1_start,1_end,1_strand,2_id,2_gene,2_chrom,2_start,2_end,2_strand
gene:ENSG00000198730,CTR9,11,10751246,10801625,+,gene:ENSG00000137760,ALKBH8,11,107502727,107565742,-
gene:ENSG00000179331,RAB39A,11,107928448,107963482,+,gene:ENSG00000110660,SLC35F2,11,107790991,107928293,-
gene:ENSG00000179331,RAB39A,11,107928448,107963482,+,gene:ENSG00000110321,EIF4G2,11,10797050,10808940,-
gene:ENSG00000075239,ACAT1,11,108116695,108147603,+,gene:ENSG00000236287,ZBED5,11,10812074,10858796,-
gene:ENSG00000149311,ATM,11,108222823,108369102,+,gene:ENSG00000149308,NPAT,11,108157215,108222638,-
gene:ENSG00000149311,ATM,11,108222823,108369102,+,gene:ENSG00000166323,C11orf65,11,108308519,108467531,-
gene:ENSG00000149289,ZC3H12C,11,110093392,110171841,+,gene:ENSG00000137710,RDX,11,109864295,110296712,-
gene:ENSG00000183644,HOATZ,11,111514778,111537043,+,gene:ENSG00000137707,BTG4,11,111467526,111514367,-
gene:ENSG00000170145,SIK2,11,111602449,111730855,+,gene:ENSG00000137713,PPP2R1B,11,111726908,111766389,-
gene:ENSG00000137720,CFAP68,11,111878935,111885975,+,gene:ENSG00000255561,FDXACB1,11,111874056,111881243,-
gene:ENSG00000170276,HSPB2,11,111912734,111914093,+,gene:ENSG00000109846,CRYAB,11,111908564,111923722,-
gene:ENSG00000150768,DLAT,11,112025033,112064404,+,gene:ENSG00000150773,PIH1D2,11,112063218,112074274,-
gene:ENSG00000150776,NKAPD1,11,112074086,112085150,+,gene:ENSG00000150773,PIH1D2,11,112063218,112074274,-
gene:ENSG00000150776,NKAPD1,11,112074086,112085150,+,gene:ENSG00000150779,TIMM8B,11,112084800,112086798,-
gene:ENSG00000204370,SDHD,11,112086824,112120016,+,gene:ENSG00000150779,TIMM8B,11,112084800,112086798,-
gene:ENSG00000255292,unknown,11,112086903,112193805,+,gene:ENSG00000150782,IL18,11,112143253,112164096,-
gene:ENSG00000150787,PTS,11,112226367,112269955,+,gene:ENSG00000188771,PLET1,11,112248153,112260860,-
gene:ENSG00000076053,RBM7,11,114400030,114414203,+,gene:ENSG00000180425,C11orf71,11,114391443,114400511,-
gene:ENSG00000215182,MUC5AC,11,1157953,1201138,+,gene:ENSG00000279818,unknown,11,115731942,115734742,-
gene:ENSG00000149591,TAGLN,11,117199370,117207464,+,gene:ENSG00000160613,PCSK7,11,117204337,117232525,-
gene:ENSG00000280143,unknown,11,117204967,117210292,+,gene:ENSG00000160613,PCSK7,11,117204337,117232525,-
gene:ENSG00000167257,RNF214,11,117232625,117286454,+,gene:ENSG00000280288,unknown,11,11725332,11726702,-
gene:ENSG00000110274,CEP164,11,117314557,117413266,+,gene:ENSG00000186318,BACE1,11,117285232,117316259,-
gene:ENSG00000110324,IL10RA,11,117986370,118003037,+,gene:ENSG00000255274,SMIM35,11,118003634,118088299,-
gene:ENSG00000137648,TMPRSS4,11,118077012,118121890,+,gene:ENSG00000255274,SMIM35,11,118003634,118088299,-
gene:ENSG00000280032,unknown,11,118264593,118266817,+,gene:ENSG00000149573,MPZL2,11,118253416,118264536,-
gene:ENSG00000149582,TMEM25,11,118531041,118547280,+,gene:ENSG00000118096,IFT46,11,118544528,118572970,-
gene:ENSG00000095139,ARCN1,11,118572390,118603033,+,gene:ENSG00000118096,IFT46,11,118544528,118572970,-
gene:ENSG00000019144,PHLDB1,11,118606440,118658031,+,gene:ENSG00000118094,TREH,11,118657316,118679690,-
gene:ENSG00000160683,CXCR5,11,118883892,118897787,+,gene:ENSG00000186174,BCL9L,11,118893875,118925926,-
gene:ENSG00000110375,UPK2,11,118925164,118958559,+,gene:ENSG00000186174,BCL9L,11,118893875,118925926,-
gene:ENSG00000186166,CENATAC,11,118998138,119015793,+,gene:ENSG00000118181,RPS25,11,119015712,119018691,-
gene:ENSG00000196655,TRAPPC4,11,119018763,119025454,+,gene:ENSG00000118181,RPS25,11,119015712,119018691,-
gene:ENSG00000196655,TRAPPC4,11,119018763,119025454,+,gene:ENSG00000137700,SLC37A4,11,119023751,119030906,-
gene:ENSG00000256269,HMBS,11,119084866,119093834,+,gene:ENSG00000188486,H2AX,11,119093874,119095465,-
gene:ENSG00000172375,C2CD2L,11,119102198,119118544,+,gene:ENSG00000172269,DPAGT1,11,119096025,119108331,-
gene:ENSG00000172367,NHERF4,11,119185457,119190223,+,gene:ENSG00000248712,CCDC153,11,119190250,119196769,-
gene:ENSG00000110395,CBL,11,119206298,119313926,+,gene:ENSG00000076706,MCAM,11,119308529,119321521,-
gene:ENSG00000117983,MUC5B,11,1223066,1262172,+,gene:ENSG00000259571,BLID,11,122115340,122116215,-
gene:ENSG00000197702,PARVA,11,12377563,12535356,+,gene:ENSG00000221931,OR6X1,11,123753580,123754518,-
gene:ENSG00000154144,TBRG1,11,124622836,124635926,+,gene:ENSG00000110013,SIAE,11,124633113,124695707,-
gene:ENSG00000064199,SPA17,11,124673844,124697518,+,gene:ENSG00000110013,SIAE,11,124633113,124695707,-
gene:ENSG00000154146,NRGN,11,124739942,124747210,+,gene:ENSG00000019102,VSIG2,11,124747474,124752255,-
gene:ENSG00000221932,HEPN1,11,124919250,124920677,+,gene:ENSG00000165478,HEPACAM,11,124919205,124936412,-
gene:ENSG00000149547,EI24,11,125569280,125584684,+,gene:ENSG00000149557,FEZ1,11,125442881,125592568,-
gene:ENSG00000149554,CHEK1,11,125625163,125676255,+,gene:ENSG00000134940,ACRV1,11,125671522,125680874,-
gene:ENSG00000198331,HYLS1,11,125883614,125900646,+,gene:ENSG00000110060,PUS3,11,125893485,125903221,-
gene:ENSG00000109832,DDX25,11,125903348,125943702,+,gene:ENSG00000110060,PUS3,11,125893485,125903221,-
gene:ENSG00000283703,VSIG10L2,11,125946044,125958647,+,gene:ENSG00000064309,CDON,11,125955796,126063335,-
gene:ENSG00000197798,FAM118B,11,126211724,126262984,+,gene:ENSG00000165526,RPUSD4,11,126202096,126211692,-
gene:ENSG00000197798,FAM118B,11,126211724,126262984,+,gene:ENSG00000182934,SRPRA,11,126262938,126269144,-
gene:ENSG00000110074,FOXRED1,11,126269024,126278131,+,gene:ENSG00000182934,SRPRA,11,126262938,126269144,-
gene:ENSG00000110080,ST3GAL4,11,126355640,126440344,+,gene:ENSG00000149571,KIRREL3,11,126423358,127003460,-
gene:ENSG00000187079,TEAD1,11,12674421,12944737,+,gene:ENSG00000149571,KIRREL3,11,126423358,127003460,-
gene:ENSG00000133794,BMAL1,11,13276652,13387266,+,gene:ENSG00000183715,OPCML,11,132414977,133532501,-
gene:ENSG00000166086,JAM3,11,134069071,134152001,+,gene:ENSG00000151503,NCAPD3,11,134150113,134225504,-
gene:ENSG00000151502,VPS26B,11,134224671,134247788,+,gene:ENSG00000151503,NCAPD3,11,134150113,134225504,-
gene:ENSG00000151502,VPS26B,11,134224671,134247788,+,gene:ENSG00000151500,THYN1,11,134248279,134253370,-
gene:ENSG00000151498,ACAD8,11,134253548,134265855,+,gene:ENSG00000151500,THYN1,11,134248279,134253370,-
gene:ENSG00000149328,GLB1L2,11,134331988,134378341,+,gene:ENSG00000109956,B3GAT1,11,134378504,134412242,-
gene:ENSG00000152270,PDE3B,11,14643804,14872044,+,gene:ENSG00000129084,PSMA1,11,14504874,14643635,-
gene:ENSG00000152270,PDE3B,11,14643804,14872044,+,gene:ENSG00000182208,MOB2,11,1469457,1501247,-
gene:ENSG00000175868,CALCB,11,14904997,15082342,+,gene:ENSG00000110680,CALCA,11,14966622,14972354,-
gene:ENSG00000188487,INSC,11,15112424,15247208,+,gene:ENSG00000184545,DUSP8,11,1554051,1572271,-
gene:ENSG00000070081,NUCB2,11,17208153,17349980,+,gene:ENSG00000011405,PIK3C2A,11,17077730,17207986,-
gene:ENSG00000070081,NUCB2,11,17208153,17349980,+,gene:ENSG00000244242,IFITM10,11,1732406,1750595,-
gene:ENSG00000188211,NCR3LG1,11,17351800,17377341,+,gene:ENSG00000187486,KCNJ11,11,17365172,17389331,-
gene:ENSG00000129159,KCNC1,11,17734774,17856804,+,gene:ENSG00000129158,SERGEF,11,17788048,18013047,-
gene:ENSG00000149043,SYT8,11,1828307,1837521,+,gene:ENSG00000110756,HPS5,11,18278668,18322198,-
gene:ENSG00000166800,LDHAL6A,11,18455824,18479601,+,gene:ENSG00000074319,TSG101,11,18468336,18526951,-
gene:ENSG00000130592,LSP1,11,1850904,1892267,+,gene:ENSG00000074319,TSG101,11,18468336,18526951,-
gene:ENSG00000247595,MISFA,11,18588781,18610255,+,gene:ENSG00000151116,UEVLD,11,18529609,18588747,-
gene:ENSG00000151117,TMEM86A,11,18693122,18704785,+,gene:ENSG00000179057,IGSF22,11,18704312,18726230,-
gene:ENSG00000130595,TNNT3,11,1919703,1938706,+,gene:ENSG00000129170,CSRP3,11,19182030,19210571,-
gene:ENSG00000188076,SCGB1C1,11,193078,194575,+,gene:ENSG00000129173,E2F8,11,19224063,19241620,-
gene:ENSG00000148935,GAS2,11,22625509,22813001,+,gene:ENSG00000183161,FANCF,11,22622533,22625823,-
gene:ENSG00000148935,GAS2,11,22625509,22813001,+,gene:ENSG00000183734,ASCL2,11,2268498,2270588,-
gene:ENSG00000064201,TSPAN32,11,2301997,2318204,+,gene:ENSG00000110665,C11orf21,11,2295628,2303049,-
gene:ENSG00000184281,TSSC4,11,2400488,2403878,+,gene:ENSG00000070985,TRPM5,11,2404515,2444514,-
gene:ENSG00000053918,KCNQ1,11,2444654,2849105,+,gene:ENSG00000070985,TRPM5,11,2404515,2444514,-
gene:ENSG00000134343,ANO3,11,26188842,26663289,+,gene:ENSG00000169550,MUC15,11,26559032,26572263,-
gene:ENSG00000174885,NLRP6,11,278407,285388,+,gene:ENSG00000176697,BDNF,11,27654893,27722058,-
gene:ENSG00000169519,METTL15,11,28108248,28527041,+,gene:ENSG00000121621,KIF18A,11,28020619,28108156,-
gene:ENSG00000169519,METTL15,11,28108248,28527041,+,gene:ENSG00000129757,CDKN1C,11,2883213,2885775,-
gene:ENSG00000142102,PGGHG,11,289126,296107,+,gene:ENSG00000129757,CDKN1C,11,2883213,2885775,-
gene:ENSG00000288681,unknown,11,308408,315272,+,gene:ENSG00000170959,DCDC1,11,30830369,31369810,-
gene:ENSG00000185885,IFITM1,11,310041,315272,+,gene:ENSG00000021762,OSBPL5,11,3087107,3166739,-
gene:ENSG00000170946,DNAJC24,11,31369840,31432835,+,gene:ENSG00000148950,IMMP1L,11,31432401,31509645,-
gene:ENSG00000109911,ELP4,11,31509755,31790324,+,gene:ENSG00000148950,IMMP1L,11,31432401,31509645,-
gene:ENSG00000109911,ELP4,11,31509755,31790324,+,gene:ENSG00000007372,PAX6,11,31784779,31817961,-
gene:ENSG00000285283,unknown,11,31812391,32104665,+,gene:ENSG00000007372,PAX6,11,31784779,31817961,-
gene:ENSG00000285283,unknown,11,31812391,32104665,+,gene:ENSG00000142089,IFITM3,11,319676,329475,-
gene:ENSG00000049449,RCN1,11,32091074,32105722,+,gene:ENSG00000182170,MRGPRG,11,3217944,3218813,-
gene:ENSG00000149100,EIF3M,11,32583798,32606264,+,gene:ENSG00000186714,CCDC73,11,32602721,32794662,-
gene:ENSG00000176148,TCP11L1,11,33039417,33105943,+,gene:ENSG00000176102,CSTF3,11,33077188,33162371,-
gene:ENSG00000110427,KIAA1549L,11,33376108,33674102,+,gene:ENSG00000005801,ZNF195,11,3339261,3379222,-
gene:ENSG00000110435,PDHX,11,34915829,35020591,+,gene:ENSG00000149089,APIP,11,34853094,34916379,-
gene:ENSG00000135362,PRR5L,11,36296288,36465204,+,gene:ENSG00000167311,ART5,11,3638512,3642316,-
gene:ENSG00000280331,unknown,11,36510361,36510537,+,gene:ENSG00000175104,TRAF6,11,36483769,36510272,-
gene:ENSG00000166349,RAG1,11,36510372,36593156,+,gene:ENSG00000175097,RAG2,11,36575574,36598279,-
gene:ENSG00000166352,IFTAP,11,36594369,36675695,+,gene:ENSG00000175097,RAG2,11,36575574,36598279,-
gene:ENSG00000166352,IFTAP,11,36594369,36675695,+,gene:ENSG00000129749,CHRNA10,11,3665587,3671384,-
gene:ENSG00000182272,B4GALNT4,11,369499,382117,+,gene:ENSG00000110713,NUP98,11,3671083,3797792,-
gene:ENSG00000167325,RRM1,11,4094707,4138932,+,gene:ENSG00000185101,ANO9,11,417933,442011,-
gene:ENSG00000052841,TTC17,11,43358920,43494933,+,gene:ENSG00000284438,SSU72L1,11,4338245,4339345,-
gene:ENSG00000149084,HSD17B12,11,43680680,43856617,+,gene:ENSG00000132109,TRIM21,11,4384897,4393702,-
gene:ENSG00000181963,OR52K2,11,4449295,4450361,+,gene:ENSG00000052850,ALX4,11,44260440,44310139,-
gene:ENSG00000197790,OR52M1,11,4545191,4546144,+,gene:ENSG00000019505,SYT13,11,45240302,45286341,-
gene:ENSG00000121653,MAPK8IP1,11,45885651,45906465,+,gene:ENSG00000234776,FREY1,11,45906513,45907272,-
gene:ENSG00000165905,LARGE2,11,45921621,45929096,+,gene:ENSG00000135365,PHF21A,11,45929319,46121454,-
gene:ENSG00000232268,OR52I1,11,4594039,4595013,+,gene:ENSG00000135365,PHF21A,11,45929319,46121454,-
gene:ENSG00000110492,MDK,11,46380756,46383837,+,gene:ENSG00000180720,CHRM4,11,46383789,46391776,-
gene:ENSG00000180785,OR51E1,11,4643420,4655488,+,gene:ENSG00000110497,AMBRA1,11,46396414,46594125,-
gene:ENSG00000175224,ATG13,11,46617527,46674818,+,gene:ENSG00000180423,HARBI1,11,46602861,46617909,-
gene:ENSG00000175213,ZNF408,11,46701030,46705912,+,gene:ENSG00000175220,ARHGAP1,11,46677080,46700619,-
gene:ENSG00000134574,DDB2,11,47214465,47239217,+,gene:ENSG00000134575,ACP2,11,47239302,47248906,-
gene:ENSG00000025434,NR1H3,11,47248300,47269033,+,gene:ENSG00000134575,ACP2,11,47239302,47248906,-
gene:ENSG00000165915,SLC39A13,11,47407132,47416496,+,gene:ENSG00000066336,SPI1,11,47354860,47409369,-
gene:ENSG00000213619,NDUFS3,11,47565336,47584562,+,gene:ENSG00000149187,CELF1,11,47465933,47565569,-
gene:ENSG00000110536,PTPMT1,11,47565430,47573461,+,gene:ENSG00000123444,KBTBD4,11,47572197,47578976,-
gene:ENSG00000196666,FAM180B,11,47586678,47589194,+,gene:ENSG00000172247,C1QTNF4,11,47589667,47594411,-
gene:ENSG00000149177,PTPRJ,11,47980425,48170839,+,gene:ENSG00000279270,OR52R1,11,4803433,4804380,-
gene:ENSG00000181958,OR4A15,11,55367974,55368918,+,gene:ENSG00000181616,OR52H1,11,5544489,5548540,-
gene:ENSG00000121236,TRIM6,11,5596109,5612958,+,gene:ENSG00000167825,OR5I1,11,55935456,55936400,-
gene:ENSG00000258588,TRIM6-TRIM34,11,5596725,5644398,+,gene:ENSG00000174970,OR10AG1,11,55965755,55969945,-
gene:ENSG00000132274,TRIM22,11,5689610,5737089,+,gene:ENSG00000241356,OR5G3,11,56819573,56820516,-
gene:ENSG00000181109,OR52P1,11,5726502,5727464,+,gene:ENSG00000134817,APLNR,11,57233577,57237250,-
gene:ENSG00000070047,PHRF1,11,576470,612222,+,gene:ENSG00000166793,YPEL4,11,57645087,57649944,-
gene:ENSG00000288534,unknown,11,57712582,57818431,+,gene:ENSG00000156603,MED19,11,57703710,57712221,-
gene:ENSG00000254732,unknown,11,57741779,57804771,+,gene:ENSG00000233436,BTBD18,11,57743514,57752675,-
gene:ENSG00000198561,CTNND1,11,57753243,57819546,+,gene:ENSG00000233436,BTBD18,11,57743514,57752675,-
gene:ENSG00000198561,CTNND1,11,57753243,57819546,+,gene:ENSG00000181009,OR52N5,11,5776165,5783355,-
gene:ENSG00000180974,OR52E4,11,5880629,5887079,+,gene:ENSG00000149124,GLYAT,11,58640426,58731974,-
gene:ENSG00000110042,DTX4,11,59171430,59208588,+,gene:ENSG00000197629,MPEG1,11,59208510,59212927,-
gene:ENSG00000166900,STX3,11,59713456,59805882,+,gene:ENSG00000172289,OR10V1,11,59712916,59713845,-
gene:ENSG00000166900,STX3,11,59713456,59805882,+,gene:ENSG00000166902,MRPL16,11,59806140,59810778,-
gene:ENSG00000255393,OOSP4B,11,59978020,60031095,+,gene:ENSG00000183389,OR56A4,11,5999445,6006946,-
gene:ENSG00000110079,MS4A4A,11,60185657,60318080,+,gene:ENSG00000110077,MS4A6A,11,60172015,60184666,-
gene:ENSG00000110079,MS4A4A,11,60185657,60318080,+,gene:ENSG00000180934,OR56A1,11,6019336,6034338,-
gene:ENSG00000110104,CCDC86,11,60842113,60851081,+,gene:ENSG00000183134,PTGDR2,11,60850933,60855950,-
gene:ENSG00000006118,TMEM132A,11,60924460,60937159,+,gene:ENSG00000110446,SLC15A3,11,60937060,60952653,-
gene:ENSG00000256713,PGA5,11,61241175,61251444,+,gene:ENSG00000185507,IRF7,11,612553,615983,-
gene:ENSG00000149476,TKFC,11,61333220,61353295,+,gene:ENSG00000167986,DDB1,11,61299451,61342596,-
gene:ENSG00000149476,TKFC,11,61333220,61353295,+,gene:ENSG00000162144,CYB561A3,11,61348754,61362283,-
gene:ENSG00000279246,unknown,11,61352244,61354477,+,gene:ENSG00000162144,CYB561A3,11,61348754,61362283,-
gene:ENSG00000134780,DAGLA,11,61680391,61747001,+,gene:ENSG00000255307,OR52B2,11,6169355,6170326,-
gene:ENSG00000124920,MYRF,11,61752636,61788518,+,gene:ENSG00000134825,TMEM258,11,61768501,61792802,-
gene:ENSG00000168496,FEN1,11,61792911,61797238,+,gene:ENSG00000134825,TMEM258,11,61768501,61792802,-
gene:ENSG00000134824,FADS2,11,61792980,61867354,+,gene:ENSG00000149485,FADS1,11,61799627,61829318,-
gene:ENSG00000167995,BEST1,11,61950063,61965515,+,gene:ENSG00000167996,FTH1,11,61959718,61967634,-
gene:ENSG00000279491,unknown,11,61967729,61969490,+,gene:ENSG00000167996,FTH1,11,61959718,61967634,-
gene:ENSG00000180878,C11orf42,11,6205557,6211135,+,gene:ENSG00000051009,FHIP1B,11,6211345,6234711,-
gene:ENSG00000110148,CCKBR,11,6259806,6272127,+,gene:ENSG00000149480,MTA2,11,62593214,62601865,-
gene:ENSG00000149489,ROM1,11,62611722,62615116,+,gene:ENSG00000149499,EML3,11,62602218,62612775,-
gene:ENSG00000149489,ROM1,11,62611722,62615116,+,gene:ENSG00000149541,B3GAT3,11,62615296,62622154,-
gene:ENSG00000214756,CSKMT,11,62665309,62668496,+,gene:ENSG00000162194,LBHD1,11,62662817,62672267,-
gene:ENSG00000162188,GNG3,11,62707676,62709201,+,gene:ENSG00000234857,HNRNPUL2-BSCL2,11,62690275,62727384,-
gene:ENSG00000162222,TTC9C,11,62728069,62740293,+,gene:ENSG00000214753,HNRNPUL2,11,62712630,62727457,-
gene:ENSG00000162227,TAF6L,11,62771357,62787342,+,gene:ENSG00000168569,TMEM223,11,62771629,62792006,-
gene:ENSG00000185475,TMEM179B,11,62787402,62790400,+,gene:ENSG00000168569,TMEM223,11,62771629,62792006,-
gene:ENSG00000110583,NAA40,11,63938959,63957319,+,gene:ENSG00000166313,APBB1,11,6395125,6419414,-
gene:ENSG00000167770,OTUB1,11,63985853,64001811,+,gene:ENSG00000133315,MACROD1,11,63998558,64166113,-
gene:ENSG00000126500,FLRT1,11,64035931,64119173,+,gene:ENSG00000133315,MACROD1,11,63998558,64166113,-
gene:ENSG00000149781,FERMT3,11,64205926,64223896,+,gene:ENSG00000149743,TRPT1,11,64223799,64226254,-
gene:ENSG00000149761,NUDT22,11,64225941,64230686,+,gene:ENSG00000149743,TRPT1,11,64223799,64226254,-
gene:ENSG00000286264,unknown,11,64241095,64244132,+,gene:ENSG00000173457,PPP1R14B,11,64244479,64246943,-
gene:ENSG00000149782,PLCB3,11,64251530,64269150,+,gene:ENSG00000002330,BAD,11,64269830,64284704,-
gene:ENSG00000173264,GPR137,11,64270062,64289494,+,gene:ENSG00000002330,BAD,11,64269830,64284704,-
gene:ENSG00000173153,ESRRA,11,64305497,64316743,+,gene:ENSG00000110169,HPX,11,6431049,6442617,-
gene:ENSG00000126432,PRDX5,11,64318121,64321811,+,gene:ENSG00000173113,TRMT112,11,64316460,64317559,-
gene:ENSG00000162302,RPS6KA4,11,64359148,64372215,+,gene:ENSG00000177030,DEAF1,11,644233,707118,-
gene:ENSG00000283977,unknown,11,6481485,6508978,+,gene:ENSG00000133895,MEN1,11,64803510,64811294,-
gene:ENSG00000068971,PPP2R5B,11,64917553,64934475,+,gene:ENSG00000110046,ATG2A,11,64894546,64917209,-
gene:ENSG00000068971,PPP2R5B,11,64917553,64934475,+,gene:ENSG00000149735,GPHA2,11,64934471,64935893,-
gene:ENSG00000179532,DNHD1,11,6497260,6593758,+,gene:ENSG00000168070,MAJIN,11,64937517,64972108,-
gene:ENSG00000168061,SAC3D1,11,65040901,65044828,+,gene:ENSG00000168060,NAALADL1,11,65044818,65058553,-
gene:ENSG00000162300,ZFPL1,11,65084210,65088398,+,gene:ENSG00000146670,CDCA5,11,65066300,65084164,-
gene:ENSG00000162300,ZFPL1,11,65084210,65088398,+,gene:ENSG00000187066,TMEM262,11,65084979,65089375,-
gene:ENSG00000149823,VPS51,11,65089324,65111862,+,gene:ENSG00000187066,TMEM262,11,65084979,65089375,-
gene:ENSG00000149809,TM7SF2,11,65111845,65116384,+,gene:ENSG00000174276,ZNHIT2,11,65116403,65117701,-
gene:ENSG00000278952,unknown,11,65118310,65119111,+,gene:ENSG00000174276,ZNHIT2,11,65116403,65117701,-
gene:ENSG00000149792,MRPL49,11,65122183,65127371,+,gene:ENSG00000162298,SYVN1,11,65121780,65134532,-
gene:ENSG00000142186,SCYL1,11,65525077,65538704,+,gene:ENSG00000168056,LTBP3,11,65538559,65558930,-
gene:ENSG00000173442,EHBP1L1,11,65576046,65592650,+,gene:ENSG00000173338,KCNK7,11,65592836,65595996,-
gene:ENSG00000197136,PCNX3,11,65615776,65637439,+,gene:ENSG00000173327,MAP3K11,11,65597756,65615382,-
gene:ENSG00000172977,KAT5,11,65711996,65719604,+,gene:ENSG00000172922,RNASEH2C,11,65714005,65720818,-
gene:ENSG00000172803,SNX32,11,65833834,65856896,+,gene:ENSG00000172757,CFL1,11,65823022,65862026,-
gene:ENSG00000172732,MUS81,11,65857126,65867653,+,gene:ENSG00000172638,EFEMP2,11,65866441,65873592,-
gene:ENSG00000172543,CTSW,11,65879809,65883741,+,gene:ENSG00000172500,FIBP,11,65883740,65888531,-
gene:ENSG00000175602,CCDC85B,11,65890673,65891635,+,gene:ENSG00000175592,FOSL1,11,65892049,65900573,-
gene:ENSG00000175550,DRAP1,11,65919274,65921563,+,gene:ENSG00000175573,C11orf68,11,65916810,65919062,-
gene:ENSG00000175513,TSGA10IP,11,65945480,65959966,+,gene:ENSG00000132275,RRP8,11,6595072,6603616,-
gene:ENSG00000175334,BANF1,11,66002228,66004149,+,gene:ENSG00000175376,EIF1AD,11,65996545,66002176,-
gene:ENSG00000166333,ILK,11,6603708,6610874,+,gene:ENSG00000175294,CATSPER1,11,66016752,66026479,-
gene:ENSG00000087365,SF3B2,11,66050729,66069308,+,gene:ENSG00000166337,TAF10,11,6606294,6612539,-
gene:ENSG00000175115,PACS1,11,66070272,66244744,+,gene:ENSG00000166340,TPP1,11,6612768,6619448,-
gene:ENSG00000174871,CNIH2,11,66278175,66285301,+,gene:ENSG00000174851,YIF1A,11,66284580,66289145,-
gene:ENSG00000174516,PELI3,11,66466327,66477337,+,gene:ENSG00000174547,MRPL11,11,66435075,66466738,-
gene:ENSG00000174483,BBS1,11,66510606,66533613,+,gene:ENSG00000174165,ZDHHC24,11,66520637,66546235,-
gene:ENSG00000248746,ACTN3,11,66546395,66563334,+,gene:ENSG00000174165,ZDHHC24,11,66520637,66546235,-
gene:ENSG00000248746,ACTN3,11,66546395,66563334,+,gene:ENSG00000174080,CTSF,11,66563464,66568879,-
gene:ENSG00000173992,CCS,11,66593153,66606019,+,gene:ENSG00000182791,CCDC87,11,66590176,66593063,-
gene:ENSG00000173933,RBM4,11,66638667,66668374,+,gene:ENSG00000173914,RBM4B,11,66664998,66677887,-
gene:ENSG00000173715,C11orf80,11,66744451,66843516,+,gene:ENSG00000173898,SPTBN2,11,66682497,66744670,-
gene:ENSG00000173715,C11orf80,11,66744451,66843516,+,gene:ENSG00000158042,MRPL17,11,6680385,6683340,-
gene:ENSG00000173621,LRFN4,11,66856647,66860475,+,gene:ENSG00000173599,PC,11,66848417,66958386,-
gene:ENSG00000172613,RAD9A,11,67317871,67398410,+,gene:ENSG00000175482,POLD4,11,67350772,67356972,-
gene:ENSG00000175463,TBC1D10C,11,67403915,67410089,+,gene:ENSG00000172531,PPP1CA,11,67398181,67421183,-
gene:ENSG00000175634,RPS6KB2,11,67428460,67435401,+,gene:ENSG00000213402,PTPRCAP,11,67435510,67437682,-
gene:ENSG00000175544,CABP4,11,67452406,67461752,+,gene:ENSG00000175514,GPR152,11,67451301,67452729,-
gene:ENSG00000175544,CABP4,11,67452406,67461752,+,gene:ENSG00000172663,TMEM134,11,67461710,67469272,-
gene:ENSG00000110711,AIP,11,67468174,67491154,+,gene:ENSG00000172663,TMEM134,11,67461710,67469272,-
gene:ENSG00000110711,AIP,11,67468174,67491154,+,gene:ENSG00000110697,PITPNM1,11,67491768,67506263,-
gene:ENSG00000279486,OR2AG1,11,6783020,6791558,+,gene:ENSG00000132746,ALDH3B2,11,67662155,67681224,-
gene:ENSG00000279486,OR2AG1,11,6783020,6791558,+,gene:ENSG00000184933,OR6A2,11,6791736,6799689,-
gene:ENSG00000170782,OR10A4,11,6876625,6877619,+,gene:ENSG00000110090,CPT1A,11,68754620,68844410,-
gene:ENSG00000132740,IGHMBP2,11,68903863,68940602,+,gene:ENSG00000197345,MRPL21,11,68891276,68903835,-
gene:ENSG00000132740,IGHMBP2,11,68903863,68940602,+,gene:ENSG00000166368,OR2D2,11,6891574,6892500,-
gene:ENSG00000110092,CCND1,11,69641156,69654474,+,gene:ENSG00000149716,LTO1,11,69653076,69675416,-
gene:ENSG00000279459,unknown,11,70603304,70604859,+,gene:ENSG00000162105,SHANK2,11,70467854,71252577,-
gene:ENSG00000170748,RBMXL2,11,7088998,7091148,+,gene:ENSG00000280089,unknown,11,70705605,70706068,-
gene:ENSG00000172890,NADSYN1,11,71453109,71524107,+,gene:ENSG00000172893,DHCR7,11,71428193,71452868,-
gene:ENSG00000184276,DEFB108B,11,71833200,71837710,+,gene:ENSG00000289716,XNDC1N-ZNF705EP-ALG1L9P,11,71804997,71928656,-
gene:ENSG00000225805,DEFB131B,11,71878453,71884561,+,gene:ENSG00000254469,XNDC1N,11,71865504,71928654,-
gene:ENSG00000137496,IL18BP,11,71998613,72007315,+,gene:ENSG00000137497,NUMA1,11,72002864,72080693,-
gene:ENSG00000284922,LRTOMT,11,72080331,72110782,+,gene:ENSG00000137497,NUMA1,11,72002864,72080693,-
gene:ENSG00000184154,LRRC51,11,72080337,72096895,+,gene:ENSG00000149357,LAMTOR1,11,72085895,72103297,-
gene:ENSG00000284844,TOMT,11,72105924,72109596,+,gene:ENSG00000110200,ANAPC15,11,72106378,72112780,-
gene:ENSG00000165458,INPPL1,11,72223701,72239147,+,gene:ENSG00000165462,PHOX2A,11,72239077,72245664,-
gene:ENSG00000170743,SYT9,11,7238778,7469043,+,gene:ENSG00000162129,CLPB,11,72285495,72434680,-
gene:ENSG00000168010,ATG16L2,11,72814406,72843674,+,gene:ENSG00000137478,FCHSD2,11,72836745,73142318,-
gene:ENSG00000175575,PAAF1,11,73876699,73931114,+,gene:ENSG00000181924,COA4,11,73872667,73876901,-
gene:ENSG00000214517,PPME1,11,74171267,74254703,+,gene:ENSG00000168014,C2CD3,11,74012718,74171210,-
